ID,name,category,main_category,currency,deadline,goal,launched,pledged,backers,country,usd pledged,usd_pledged_real,usd_goal_real
1971808443,wedding chapel,photography,photography,usd,2009-07-02,3000.0,2009-06-03 18:13:52,3094.0,52,us,3094.0,3094.0,3000.0
2088408637,"let's kickstart this bitch! (my play, i mean) ",documentary,film & video,usd,2009-07-16,3500.0,2009-06-03 19:49:48,4000.0,45,us,4000.0,4000.0,3500.0
1525594295,"the raa 7"" project",music,music,usd,2009-08-02,5000.0,2009-06-05 00:08:37,6700.0,104,us,6700.0,6700.0,5000.0
646967312,"frkwys: excepter 12"" (a future now series)",indie rock,music,usd,2009-08-14,2400.0,2009-06-05 14:07:58,3963.0,59,us,3963.0,3963.0,2400.0
1662189213,"""hot summer fun"" with your terrific neighbors",theater,theater,usd,2009-07-15,500.0,2009-06-05 20:48:50,515.0,22,us,515.0,515.0,500.0
1706143218,we operate best together: mapping the stories of social change & innovation worldwide,journalism,journalism,usd,2009-07-04,1500.0,2009-06-06 09:44:54,1500.0,32,us,1500.0,1500.0,1500.0
847549901,"run, blago run! show",digital art,art,usd,2009-07-01,3500.0,2009-06-07 17:20:12,3612.01,54,us,3612.01,3612.01,3500.0
522729484,"make the new laura meyer album, back in new york!",indie rock,music,usd,2009-09-05,5000.0,2009-06-08 01:50:12,5023.0,57,us,5023.0,5023.0,5000.0
33686166,empower women in rwanda through social enterprise,art,art,usd,2009-08-01,600.0,2009-06-09 01:06:02,650.0,25,us,650.0,650.0,600.0
202333685,hamburger eyes issue 013,photography,photography,usd,2009-07-02,3000.0,2009-06-10 06:48:28,4435.82,119,us,4435.82,4435.82,3000.0
232135536,put gareth asher on tour!,country & folk,music,usd,2009-07-15,2000.0,2009-06-10 21:23:21,6261.0,59,us,6261.0,6261.0,2000.0
247222418,take a postcard trip with anita as she watercolors her way through bosnia & croatia,painting,art,usd,2009-07-01,400.0,2009-06-10 22:36:10,555.0,20,us,555.0,555.0,400.0
883883729,alphonse:  issue two,comics,comics,usd,2009-07-30,4600.0,2009-06-10 23:04:11,4810.0,56,us,4810.0,4810.0,4600.0
2082649258,"frank magazine erotica issue party, nyc",periodicals,publishing,usd,2009-06-25,600.0,2009-06-11 19:42:36,600.88,12,us,600.88,600.88,600.0
1756613231,"volcano, i'm still excited!!:  help press a limited edition lp",music,music,usd,2009-09-09,3500.0,2009-06-11 22:59:42,3622.0,84,us,3622.0,3622.0,3500.0
1923025759,unschooling : the movie,documentary,film & video,usd,2009-07-02,250.0,2009-06-15 01:48:47,1925.0,51,us,1925.0,1925.0,250.0
201678726,theobroma cacao: the antioxidants strike back,food,food,usd,2009-07-16,1000.0,2009-06-15 16:15:20,1050.0,17,us,1050.0,1050.0,1000.0
1571403679,colorado ghost towns a photograpic portfolio,photography,photography,usd,2009-08-04,1500.0,2009-06-15 22:45:38,2080.0,25,us,2080.0,2080.0,1500.0
1606949793,nourish(meant),food,food,usd,2009-07-10,1000.0,2009-06-16 05:31:57,1369.0,35,us,1369.0,1369.0,1000.0
2135944944,the mande sessions- make my malian music album,country & folk,music,usd,2009-09-13,7500.0,2009-06-16 05:52:21,7684.0,77,us,7684.0,7684.0,7500.0
1573743464,help fund flying kebab #4,webseries,film & video,usd,2009-07-09,300.0,2009-06-16 11:18:41,370.0,16,us,370.0,370.0,300.0
1291701547,american summer,photography,photography,usd,2009-07-15,1000.0,2009-06-16 17:35:45,2690.0,51,us,2690.0,2690.0,1000.0
1147284747,the georgia theatre record: venice is sinking's third album on vinyl!,indie rock,music,usd,2009-09-14,3000.0,2009-06-17 04:07:10,3300.0,80,us,3300.0,3300.0,3000.0
1473103893,television landscape: making the record.,indie rock,music,usd,2009-09-15,2000.0,2009-06-19 03:16:26,2000.0,33,us,2000.0,2000.0,2000.0
301987235,meeting andrei tarkovsky - phase 2,documentary,film & video,usd,2009-07-15,1000.0,2009-06-19 11:57:24,1200.0,18,us,1200.0,1200.0,1000.0
1864211900,help me help others,food,food,usd,2009-07-01,500.0,2009-06-20 21:25:34,510.0,13,us,510.0,510.0,500.0
1001181420,sleeping in a truck,rock,music,usd,2009-07-15,10000.0,2009-06-20 22:15:06,10328.0,65,us,10328.0,10328.0,10000.0
887857113,thomthom (if that bird won't sing) ,theater,theater,usd,2009-08-22,525.0,2009-06-22 19:29:54,651.0,17,us,651.0,651.0,525.0
1779441687,"groove duke defies cancer; makes an album--- horns, funk and r&b!",music,music,usd,2009-09-01,4500.0,2009-06-26 06:59:57,4520.0,41,us,4520.0,4520.0,4500.0
1442583351,prints on a wall,photography,photography,usd,2009-09-01,250.0,2009-06-28 21:33:08,390.0,14,us,390.0,390.0,250.0
560052119,skeletons don't sleep,nonfiction,publishing,usd,2009-08-01,3500.0,2009-06-30 05:40:15,3780.0,79,us,3780.0,3780.0,3500.0
453617723,uncle magazine issue 3,periodicals,publishing,usd,2009-08-06,2495.0,2009-07-02 02:02:01,2696.56,54,us,2696.56,2696.56,2495.0
2113835060,"leaf and tree:  a book about writing, editing, and publishing",children's books,publishing,usd,2009-09-02,2000.0,2009-07-02 06:00:48,3261.0,89,us,3261.0,3261.0,2000.0
1434401696,balkans expedition for peace,illustration,art,usd,2009-08-10,3500.0,2009-07-04 22:15:27,3551.0,56,us,3551.0,3551.0,3500.0
304924837,"help start natian brewery, where we make beer without borders.",food,food,usd,2009-07-16,1500.0,2009-07-07 08:03:48,1825.35,14,us,1825.35,1825.35,1500.0
1382536449,let's sail around the world !!,software,technology,usd,2009-09-01,8000.0,2009-07-08 07:22:07,8141.8,148,us,8141.8,8141.8,8000.0
1706742492,livin' the dream!,country & folk,music,usd,2009-09-10,3500.0,2009-07-08 10:07:32,7010.0,28,us,7010.0,7010.0,3500.0
438846505,showing on cold april,photography,photography,usd,2009-08-26,500.0,2009-07-09 01:39:35,815.0,17,us,815.0,815.0,500.0
1036167768,cheap art!,painting,art,usd,2009-08-08,550.0,2009-07-09 02:32:29,1550.0,38,us,1550.0,1550.0,550.0
1734089462,listen & learn: music for a different kind of audience,indie rock,music,usd,2009-10-08,2000.0,2009-07-10 13:34:13,2248.77,57,us,2248.77,2248.77,2000.0
1394258822,50 states,photography,photography,usd,2009-09-10,5000.0,2009-07-11 19:57:20,5841.22,115,us,5841.22,5841.22,5000.0
251929670,lexi street music project :: operation cd completion :: needs you!,indie rock,music,usd,2009-08-01,2000.0,2009-07-12 08:40:59,2255.01,56,us,2255.01,2255.01,2000.0
541268297,inch x inch,conceptual art,art,usd,2009-09-01,400.0,2009-07-12 17:02:14,592.25,24,us,592.25,592.25,400.0
992474884,mr. dream goes to jail,rock,music,usd,2009-09-01,3000.0,2009-07-13 18:54:07,3132.63,68,us,3132.63,3132.63,3000.0
1453390924,the square project,fashion,fashion,usd,2009-08-31,5000.0,2009-07-13 19:58:24,6862.0,54,us,6862.0,6862.0,5000.0
718858156,luau in a book!,publishing,publishing,usd,2009-09-05,1500.0,2009-07-14 07:18:26,2010.0,26,us,2010.0,2010.0,1500.0
2054137623,free life center,art,art,usd,2009-09-01,2500.0,2009-07-15 11:08:37,2565.0,72,us,2565.0,2565.0,2500.0
1024509505,"produce a ""mean"" feature film",narrative film,film & video,usd,2009-07-25,6000.0,2009-07-15 21:14:49,9610.0,10,us,9610.0,9610.0,6000.0
1698812876,monument to four mayors ,illustration,art,usd,2009-10-14,1000.0,2009-07-17 05:34:49,1000.0,35,us,1000.0,1000.0,1000.0
1802916861,first time,shorts,film & video,usd,2009-10-18,5000.0,2009-07-21 00:08:33,5000.0,25,us,5000.0,5000.0,5000.0
2018219584,"we made the movie, now help us make it pretty",documentary,film & video,usd,2009-08-11,2500.0,2009-07-21 19:35:46,5510.01,45,us,5510.01,5510.01,2500.0
319108114,sycophants: help bring our tv pilot to life!,documentary,film & video,usd,2009-08-12,2500.0,2009-07-22 17:44:36,4319.0,23,us,4319.0,4319.0,2500.0
206687051,"community mosaic mural project with youth in narobi, kenya at rudolph steiner school",public art,art,usd,2009-09-01,3200.0,2009-07-25 05:58:19,3640.0,36,us,3640.0,3640.0,3200.0
314938918,"super ghosts 'n ... ghosts? a 2d, side-scrolling, shoot 'em up game for xbox 360 & pc",video games,games,usd,2009-09-26,200.0,2009-07-25 19:30:19,220.0,5,us,220.0,220.0,200.0
1859307706,reconstructing rwanda: a documentary project,documentary,film & video,usd,2009-09-16,3250.0,2009-07-26 06:07:50,3250.0,21,us,3250.0,3250.0,3250.0
1831239136,feed the artists,photography,photography,usd,2009-08-14,1000.0,2009-07-27 21:44:09,1751.0,17,us,1751.0,1751.0,1000.0
1772405043,put stevie monce on the map!! help fund the can't stop us now! marketing campaign!,music,music,usd,2009-10-02,5000.0,2009-07-28 23:26:10,5350.0,31,us,5350.0,5350.0,5000.0
1358511195,led floaties at hoosac river lights!,public art,art,usd,2009-08-15,315.0,2009-07-29 19:41:55,353.0,19,us,353.0,353.0,315.0
72647643,loveland: crowd create a city on a million inches in detroit!!,graphic design,design,usd,2009-08-14,1000.0,2009-07-29 22:23:35,1582.12,67,us,1582.12,1582.12,1000.0
1701254199,the ficly server support project,software,technology,usd,2009-09-01,800.0,2009-07-30 04:49:10,870.0,31,us,870.0,870.0,800.0
905783821,"help us keep rank 'em rockin'! (helpful keywords: music technology, startup, rank em)",music,music,usd,2009-08-31,1000.0,2009-07-30 20:38:08,2342.0,51,us,2342.0,2342.0,1000.0
1812728377,"laporte, indiana.  our feature doc film needs your love!",documentary,film & video,usd,2009-08-22,7500.0,2009-07-31 16:36:26,12152.99,149,us,12152.99,12152.99,7500.0
726169125,folk architecture tour - bellingham to houston,journalism,journalism,usd,2009-10-17,5000.0,2009-08-01 22:15:08,5133.5,106,us,5133.5,5133.5,5000.0
1021724088,help shwa make a record? yes!,indie rock,music,usd,2009-08-29,3500.0,2009-08-03 21:23:16,4564.75,104,us,4564.75,4564.75,3500.0
539276195,i got next | a documentary on the fighting game scene,documentary,film & video,usd,2009-09-15,3500.0,2009-08-03 22:17:42,4142.0,97,us,4142.0,4142.0,3500.0
1934491389,new music composer/performer collective,electronic music,music,usd,2009-11-02,2000.0,2009-08-05 03:31:48,2238.0,83,us,2238.0,2238.0,2000.0
33409274,"join the journey and release bitch's next album, ""blasted!""",indie rock,music,usd,2009-10-10,10000.0,2009-08-06 03:26:36,11826.62,131,us,11826.62,11826.62,10000.0
1082763751,the underground library,fiction,publishing,usd,2009-09-12,3000.0,2009-08-06 18:05:57,3163.65,56,us,3163.65,3163.65,3000.0
314196235,macbeth: a high school feature film production ,film & video,film & video,usd,2009-09-08,3000.0,2009-08-09 00:54:10,3000.0,30,us,3000.0,3000.0,3000.0
938057343,help me record the new tinyfolk album!,country & folk,music,usd,2009-10-01,200.0,2009-08-09 16:07:30,318.0,11,us,318.0,318.0,200.0
384245286,angels in america 20th anniversary symposium,theater,theater,usd,2009-11-09,5000.0,2009-08-11 22:17:00,5275.0,61,us,5275.0,5275.0,5000.0
1625735058,cellstories: mobile storytelling--get us hosted!,publishing,publishing,usd,2009-09-01,420.0,2009-08-12 04:08:25,815.0,20,us,815.0,815.0,420.0
798481454,phone-tastic view: your name on a sign overlooking manhattan,photography,photography,usd,2009-09-10,500.0,2009-08-12 04:22:22,900.0,32,us,900.0,900.0,500.0
1430921884,sew helpful,crafts,crafts,usd,2009-10-02,525.0,2009-08-12 06:05:56,885.0,10,us,885.0,885.0,525.0
654539635,"artloop 1.0: back nyc student art, get nyc student art!",painting,art,usd,2009-09-22,1000.0,2009-08-13 02:57:24,1305.0,46,us,1305.0,1305.0,1000.0
238824729,live radical and change the world! - our first feature film needs your gracious love.,film & video,film & video,usd,2009-10-31,8000.0,2009-08-13 15:09:32,11584.15,95,us,11584.15,11584.15,8000.0
249786908,fly the kebab #5!,webseries,film & video,usd,2009-09-10,300.0,2009-08-13 18:41:33,323.0,16,us,323.0,323.0,300.0
994711737,tiny fabric houses want to take over the world!,art,art,usd,2009-09-30,250.0,2009-08-14 21:49:01,691.0,29,us,691.0,691.0,250.0
1197684725,we're trying to tell the strangest science story of modern times!,documentary,film & video,usd,2009-09-26,4500.0,2009-08-15 18:49:20,5531.0,92,us,5531.0,5531.0,4500.0
1039240602,the film dailies - live from the walnut room,documentary,film & video,usd,2009-09-15,500.0,2009-08-15 19:52:42,730.0,8,us,730.0,730.0,500.0
1317748227,florine ep on vinyl- limited edition,indie rock,music,usd,2009-10-09,2500.0,2009-08-17 15:58:18,2981.0,93,us,2981.0,2981.0,2500.0
755911651,put jen woodhouse on tour!,indie rock,music,usd,2009-10-22,5000.0,2009-08-18 04:28:22,5275.0,50,us,5275.0,5275.0,5000.0
1021503617,getting red fly/blue bottle [all the way!] home,indie rock,music,usd,2009-09-29,2325.0,2009-08-18 04:36:55,2775.0,58,us,2775.0,2775.0,2325.0
1656593939,max-out! (harry hong's quest for perfection on nes tetris)  [short documentary film],documentary,film & video,usd,2009-11-15,1500.0,2009-08-18 04:56:43,1610.13,16,us,1610.13,1610.13,1500.0
1885874308,shooting @ burning man 2009 and need last minute support,documentary,film & video,usd,2009-08-26,2500.0,2009-08-18 08:28:28,3116.34,83,us,3116.34,3116.34,2500.0
911379396,reddit jetblue travel challenge,journalism,journalism,usd,2009-08-21,680.0,2009-08-18 20:32:11,1943.0,54,us,1943.0,1943.0,680.0
1211984590,'mister rogers & me',documentary,film & video,usd,2009-09-20,10000.0,2009-08-19 06:16:34,10795.66,176,us,10795.66,10795.66,10000.0
1572722723,"mass solo revolt the band, bend in time the recording.",music,music,usd,2009-09-12,2000.0,2009-08-19 18:59:25,3003.98,77,us,3003.98,3003.98,2000.0
1530270110,fund the demo recording with sean slade in boston,rock,music,usd,2009-08-24,500.0,2009-08-19 20:28:35,1300.0,38,us,1300.0,1300.0,500.0
1014247553,a photoessay book about living well with bipolar disorder.,art books,publishing,usd,2009-10-30,1135.0,2009-08-20 01:51:02,1495.0,31,us,1495.0,1495.0,1135.0
1722933363,produce a video for dub vocalist juakali,music,music,usd,2009-10-05,3000.0,2009-08-20 03:13:53,3005.0,25,us,3005.0,3005.0,3000.0
357138373,tyler herrin wants you (and needs you) for his first album!,electronic music,music,usd,2009-11-20,4000.0,2009-08-22 22:17:56,5270.0,81,us,5270.0,5270.0,4000.0
1030980951,egg on bread news,journalism,journalism,usd,2009-10-24,1600.0,2009-08-23 19:02:36,1752.13,21,us,1752.13,1752.13,1600.0
1042854564,"the ladies room, a photo book of gal pals doing what they do behind the bathroom door",photography,photography,usd,2009-11-21,550.0,2009-08-24 18:37:01,900.0,23,us,900.0,900.0,550.0
125701251,songs for unusual creatures,indie rock,music,usd,2009-09-26,5000.0,2009-08-25 17:26:54,6053.0,163,us,6053.0,6053.0,5000.0
540530032,please allow me to terminate your shirt,film & video,film & video,usd,2009-09-25,600.0,2009-08-27 14:07:00,1000.01,22,us,1000.01,1000.01,600.0
116049355,uc berkeley alumni literary anthology,nonfiction,publishing,usd,2009-11-20,500.0,2009-08-27 19:05:58,925.0,11,us,925.0,925.0,500.0
1897316774,with trembling... launch the walla recovery's first record,indie rock,music,usd,2009-10-07,4000.0,2009-08-27 19:15:21,4394.0,101,us,4394.0,4394.0,4000.0
909784513,project monahan --> indie-pop's best kept secret records ep and returns the goods.,indie rock,music,usd,2009-10-12,3500.0,2009-08-27 19:21:29,6170.0,50,us,6170.0,6170.0,3500.0
771462508,"the candy store: send a medicine show art exhibition on the road to tijuana, mexico!",public art,art,usd,2009-11-25,2500.0,2009-08-28 00:21:18,2603.0,21,us,2603.0,2603.0,2500.0
1658444863,"video chat at 35,000 feet",film & video,film & video,usd,2009-08-31,12.0,2009-08-28 03:26:16,19.0,6,us,19.0,19.0,12.0
546326967,the drop nyc,art,art,usd,2009-10-01,2222.0,2009-08-28 04:35:49,2241.0,24,us,2241.0,2241.0,2222.0
1629709327,for thousands of miles - a documentary about leaving everything behind,documentary,film & video,usd,2009-11-27,8300.0,2009-08-29 22:05:06,8945.0,103,us,8945.0,8945.0,8300.0
1253029,release sxip shirey's sonic new york,music,music,usd,2009-11-26,5000.0,2009-08-30 15:59:56,6860.0,110,us,6860.0,6860.0,5000.0
1374615953,helen keller's ukulele goes to berlin!,country & folk,music,usd,2009-10-28,2000.0,2009-08-30 23:04:55,2350.0,44,us,2350.0,2350.0,2000.0
715530704,don't let great music go naked! dress it up with your love!,music,music,usd,2009-10-02,1100.0,2009-08-31 07:31:51,1113.0,19,us,1113.0,1113.0,1100.0
570838661,risk factors. not your mother's breast cancer stories,nonfiction,publishing,usd,2009-11-29,993.0,2009-08-31 14:15:58,1100.0,30,us,1100.0,1100.0,993.0
1054364934,art as fashion: a mural transformed into handbags,art,art,usd,2009-10-15,4000.0,2009-08-31 15:10:05,4027.0,29,us,4027.0,4027.0,4000.0
333862461,"art supplies, books & education for indigo youth movement in south africa",painting,art,usd,2009-10-28,2000.0,2009-08-31 17:33:20,2562.0,36,us,2562.0,2562.0,2000.0
940073725,march! the movie,documentary,film & video,usd,2009-10-07,3000.0,2009-09-01 01:31:54,4321.74,53,us,4321.74,4321.74,3000.0
1327445746,"""this devil storm""  limited edition cd release",rock,music,usd,2009-10-01,3500.0,2009-09-01 02:08:52,5930.0,108,us,5930.0,5930.0,3500.0
353782170,land of fire,journalism,journalism,usd,2009-09-23,3000.0,2009-09-01 10:43:17,3669.75,40,us,3669.75,3669.75,3000.0
818369344,put this on: a web video pilot about dressing like a grownup,webseries,film & video,usd,2009-10-01,1500.0,2009-09-01 21:18:03,3983.05,64,us,3983.05,3983.05,1500.0
1070416057,sonicsgate - the documentary film,documentary,film & video,usd,2009-11-30,5000.0,2009-09-01 22:07:13,5012.0,66,us,5012.0,5012.0,5000.0
1451429380,subtitles in miro - translations and support for the hearing impaired,software,technology,usd,2009-10-01,1000.0,2009-09-01 23:09:31,1002.0,26,us,1002.0,1002.0,1000.0
1938167672,a new web video concept: telegraph21.,software,technology,usd,2009-10-16,6000.0,2009-09-02 02:01:09,6955.0,89,us,6955.0,6955.0,6000.0
1099056557,the after party,documentary,film & video,usd,2009-11-30,9000.0,2009-09-02 17:54:38,9000.0,51,us,9000.0,9000.0,9000.0
566672408,weathervane music (non-profit) needs a little cash to make it through 2009,music,music,usd,2009-11-01,1000.0,2009-09-02 20:15:00,2755.0,37,us,2755.0,2755.0,1000.0
1012071398,american dream: illusion or reality?  a documentary about the pursuit of success,documentary,film & video,usd,2009-09-25,4000.0,2009-09-03 06:52:15,4100.0,46,us,4100.0,4100.0,4000.0
1465260784,the knitting lounge by lexie barnes,knitting,crafts,usd,2009-09-12,5000.0,2009-09-03 18:11:32,5300.0,56,us,5300.0,5300.0,5000.0
1537229930,a dictionary story - art book,conceptual art,art,usd,2009-10-13,7000.0,2009-09-03 19:40:21,8485.0,170,us,8485.0,8485.0,7000.0
151932485,get houstonians to dc for the national equality march!,journalism,journalism,usd,2009-10-04,1500.0,2009-09-03 22:03:14,1500.0,10,us,1500.0,1500.0,1500.0
2007527213,lake beast animated short film,animation,film & video,usd,2009-10-03,2000.0,2009-09-03 22:35:02,2025.0,31,us,2025.0,2025.0,2000.0
1608093907,loveland round 2: you've got inches in detroit!,technology,technology,usd,2009-09-20,1000.0,2009-09-04 07:54:59,1179.0,48,us,1179.0,1179.0,1000.0
941549152,brooklyn skillshare,crafts,crafts,usd,2009-10-10,1200.0,2009-09-04 13:30:45,1224.0,35,us,1224.0,1224.0,1200.0
1613897063,the circuit: live weekly tech news digest,periodicals,publishing,usd,2009-12-01,4000.0,2009-09-04 20:13:44,4221.0,22,us,4221.0,4221.0,4000.0
1713290952,sam heilig records an album!,country & folk,music,usd,2009-11-05,3000.0,2009-09-05 03:55:47,3239.89,64,us,3239.89,3239.89,3000.0
567180915,the living room tour: bringing theater into homes all around los angeles!,theater,theater,usd,2009-11-01,2000.0,2009-09-05 13:48:47,2011.0,29,us,2011.0,2011.0,2000.0
131479711,photographing thailand,photography,photography,usd,2009-11-01,900.0,2009-09-06 00:48:34,1450.0,30,us,1450.0,1450.0,900.0
929138515,palmer chandler - our micro budgeted film needs a camera!,shorts,film & video,usd,2009-10-11,5000.0,2009-09-06 23:33:35,6630.0,18,us,6630.0,6630.0,5000.0
1652844042,experience fun history with us!,children's books,publishing,usd,2009-10-01,1500.0,2009-09-06 23:57:36,2046.0,68,us,2046.0,2046.0,1500.0
518209887,the umoja arts project,sculpture,art,usd,2009-12-01,500.0,2009-09-07 04:38:23,642.61,14,us,642.61,642.61,500.0
881290817,saturated dreamers: igf fee and misceallenous development costs,video games,games,usd,2009-11-02,195.0,2009-09-08 02:59:58,1500.0,38,us,1500.0,1500.0,195.0
2138390710,help emergency umbrella records clear an over crowded warehouse and save our records.,indie rock,music,usd,2009-10-13,100.0,2009-09-08 03:29:43,1414.0,66,us,1414.0,1414.0,100.0
229413899,"""night of the punks"" - 80's throwback horror-comedy short! (food budget)",shorts,film & video,usd,2009-11-16,1500.0,2009-09-08 06:37:07,1680.0,30,us,1680.0,1680.0,1500.0
2071243484,become a citizen of the wonder city,graphic novels,comics,usd,2009-12-06,5000.0,2009-09-08 16:58:52,5518.45,62,us,5518.45,5518.45,5000.0
243027313,team of women make film based on true story called maria my love,documentary,film & video,usd,2009-11-01,10000.0,2009-09-09 16:51:19,10600.22,96,us,10600.22,10600.22,10000.0
783526904,the angola project,documentary,film & video,usd,2009-10-31,2000.0,2009-09-09 17:23:40,2050.0,34,us,2050.0,2050.0,2000.0
